,code,powiat,year,sex,education,count
3878,802000,Powiat krośnieński,2021,females,total,10100
3879,803000,Powiat międzyrzecki,2021,females,total,10904
3880,804000,Powiat nowosolski,2021,females,total,15622
3881,805000,Powiat słubicki,2021,females,total,9589
3882,806000,Powiat strzelecko-drezdenecki,2021,females,total,9051
3883,807000,Powiat sulęciński,2021,females,total,6721
3884,808000,Powiat świebodziński,2021,females,total,11010
3885,809000,Powiat zielonogórski,2021,females,total,15151
3886,810000,Powiat żagański,2021,females,total,13855
3887,811000,Powiat żarski,2021,females,total,17548
3888,812000,Powiat wschowski,2021,females,total,7087
3889,861000,City with powiat status Gorzów Wielkopolski,2021,females,total,25083
3890,862000,City with powiat status Zielona Góra,2021,females,total,31359
3891,1001000,Powiat bełchatowski,2021,females,total,22987
3892,1002000,Powiat kutnowski,2021,females,total,18990
3893,1003000,Powiat łaski,2021,females,total,10763
3894,1004000,Powiat łęczycki,2021,females,total,10235
3895,1005000,Powiat łowicki,2021,females,total,16612
3896,1006000,Powiat łódzki wschodni,2021,females,total,16969
3897,1007000,Powiat opoczyński,2021,females,total,14414
3898,1008000,Powiat pabianicki,2021,females,total,26601
3899,1009000,Powiat pajęczański,2021,females,total,9927
3900,1010000,Powiat piotrkowski,2021,females,total,18725
3901,1011000,Powiat poddębicki,2021,females,total,8476
3902,1012000,Powiat radomszczański,2021,females,total,21203
3903,1013000,Powiat rawski,2021,females,total,10508
3904,1014000,Powiat sieradzki,2021,females,total,24740
3905,1015000,Powiat skierniewicki,2021,females,total,8304
3906,1016000,Powiat tomaszowski,2021,females,total,23032
3907,1017000,Powiat wieluński,2021,females,total,15347
3908,1018000,Powiat wieruszowski,2021,females,total,9235
3909,1019000,Powiat zduńskowolski,2021,females,total,13276
3910,1020000,Powiat zgierski,2021,females,total,37688
3911,1021000,Powiat brzeziński,2021,females,total,6780
3912,1061000,City with powiat status Łódź,2021,females,total,155364
3913,1062000,City with powiat status Piotrków Trybunalski,2021,females,total,14345
3914,1063000,City with powiat status Skierniewice,2021,females,total,10375
3915,1201000,Powiat bocheński,2021,females,total,23050
3916,1202000,Powiat brzeski,2021,females,total,19120
3917,1203000,Powiat chrzanowski,2021,females,total,23990
3918,1204000,Powiat dąbrowski,2021,females,total,10833
3919,1205000,Powiat gorlicki,2021,females,total,20099
3920,1206000,Powiat krakowski,2021,females,total,68937
3921,1207000,Powiat limanowski,2021,females,total,26800
3922,1208000,Powiat miechowski,2021,females,total,10008
3923,1209000,Powiat myślenicki,2021,females,total,29136
3924,1210000,Powiat nowosądecki,2021,females,total,42288
3925,1211000,Powiat nowotarski,2021,females,total,38184
3926,1212000,Powiat olkuski,2021,females,total,22550
3927,1213000,Powiat oświęcimski,2021,females,total,30859
3928,1214000,Powiat proszowicki,2021,females,total,9394
3929,1215000,Powiat suski,2021,females,total,17407
3930,1216000,Powiat tarnowski,2021,females,total,39623
3931,1217000,Powiat tatrzański,2021,females,total,13955
3932,1218000,Powiat wadowicki,2021,females,total,33434
3933,1219000,Powiat wielicki,2021,females,total,32526
3934,1261000,City with powiat status Kraków,2021,females,total,205133
3935,1262000,City with powiat status Nowy Sącz,2021,females,total,16358
3936,1263000,City with powiat status Tarnów,2021,females,total,20443
3937,1401000,Powiat białobrzeski,2021,females,total,7076
3938,1402000,Powiat ciechanowski,2021,females,total,18058
3939,1403000,Powiat garwoliński,2021,females,total,23063
3940,1404000,Powiat gostyniński,2021,females,total,8450
3941,1405000,Powiat grodziski,2021,females,total,24384
3942,1406000,Powiat grójecki,2021,females,total,22868
3943,1407000,Powiat kozienicki,2021,females,total,11395
3944,1408000,Powiat legionowski,2021,females,total,30484
3945,1409000,Powiat lipski,2021,females,total,6141
3946,1410000,Powiat łosicki,2021,females,total,5914
3947,1411000,Powiat makowski,2021,females,total,8237
3948,1412000,Powiat miński,2021,females,total,36481
3949,1413000,Powiat mławski,2021,females,total,14226
3950,1414000,Powiat nowodworski,2021,females,total,18398
3951,1415000,Powiat ostrołęcki,2021,females,total,16983
3952,1416000,Powiat ostrowski,2021,females,total,14216
3953,1417000,Powiat otwocki,2021,females,total,29495
3954,1418000,Powiat piaseczyński,2021,females,total,51828
3955,1419000,Powiat płocki,2021,females,total,21875
3956,1420000,Powiat płoński,2021,females,total,17871
3957,1421000,Powiat pruszkowski,2021,females,total,43547
3958,1422000,Powiat przasnyski,2021,females,total,9630
3959,1423000,Powiat przysuski,2021,females,total,7439
3960,1424000,Powiat pułtuski,2021,females,total,10766
3961,1425000,Powiat radomski,2021,females,total,28865
3962,1426000,Powiat siedlecki,2021,females,total,16926
3963,1427000,Powiat sierpecki,2021,females,total,9170
3964,1428000,Powiat sochaczewski,2021,females,total,19028
3965,1429000,Powiat sokołowski,2021,females,total,10740
3966,1430000,Powiat szydłowiecki,2021,females,total,6541
3967,1432000,Powiat warszawski zachodni,2021,females,total,31827
3968,1433000,Powiat węgrowski,2021,females,total,13035
3969,1434000,Powiat wołomiński,2021,females,total,65326
3970,1435000,Powiat wyszkowski,2021,females,total,15988
3971,1436000,Powiat zwoleński,2021,females,total,6777
3972,1437000,Powiat żuromiński,2021,females,total,7066
3973,1438000,Powiat żyrardowski,2021,females,total,17217
3974,1461000,City with powiat status Ostrołęka,2021,females,total,9721
3975,1462000,City with powiat status Płock,2021,females,total,23613
3976,1463000,City with powiat status Radom,2021,females,total,39431
3977,1464000,City with powiat status Siedlce,2021,females,total,16889
3978,1465000,City with powiat status Capital City Warszawa,2021,females,total,496163
3979,1601000,Powiat brzeski,2021,females,total,17513
3980,1602000,Powiat głubczycki,2021,females,total,7766
3981,1603000,Powiat kędzierzyńsko-kozielski,2021,females,total,16881
3982,1604000,Powiat kluczborski,2021,females,total,11890
3983,1605000,Powiat krapkowicki,2021,females,total,11584
3984,1606000,Powiat namysłowski,2021,females,total,8443
3985,1607000,Powiat nyski,2021,females,total,24456
3986,1608000,Powiat oleski,2021,females,total,12222
3987,1609000,Powiat opolski,2021,females,total,24521
3988,1610000,Powiat prudnicki,2021,females,total,10092
3989,1611000,Powiat strzelecki,2021,females,total,13776
