,code,powiat,year,sex,education,count
10704,612000,Powiat opolski,2021,females,primary not completed and without school education,788
10705,613000,Powiat parczewski,2021,females,primary not completed and without school education,426
10706,614000,Powiat puławski,2021,females,primary not completed and without school education,1416
10707,615000,Powiat radzyński,2021,females,primary not completed and without school education,818
10708,616000,Powiat rycki,2021,females,primary not completed and without school education,831
10709,617000,Powiat świdnicki,2021,females,primary not completed and without school education,895
10710,618000,Powiat tomaszowski,2021,females,primary not completed and without school education,1163
10711,619000,Powiat włodawski,2021,females,primary not completed and without school education,541
10712,620000,Powiat zamojski,2021,females,primary not completed and without school education,1631
10713,661000,City with powiat status Biała Podlaska,2021,females,primary not completed and without school education,621
10714,662000,City with powiat status Chełm,2021,females,primary not completed and without school education,677
10715,663000,City with powiat status Lublin,2021,females,primary not completed and without school education,3297
10716,664000,City with powiat status Zamość,2021,females,primary not completed and without school education,685
10717,801000,Powiat gorzowski,2021,females,primary not completed and without school education,1160
10718,802000,Powiat krośnieński,2021,females,primary not completed and without school education,755
10719,803000,Powiat międzyrzecki,2021,females,primary not completed and without school education,902
10720,804000,Powiat nowosolski,2021,females,primary not completed and without school education,1241
10721,805000,Powiat słubicki,2021,females,primary not completed and without school education,721
10722,806000,Powiat strzelecko-drezdenecki,2021,females,primary not completed and without school education,707
10723,807000,Powiat sulęciński,2021,females,primary not completed and without school education,515
10724,808000,Powiat świebodziński,2021,females,primary not completed and without school education,764
10725,809000,Powiat zielonogórski,2021,females,primary not completed and without school education,1042
10726,810000,Powiat żagański,2021,females,primary not completed and without school education,1092
10727,811000,Powiat żarski,2021,females,primary not completed and without school education,1368
10728,812000,Powiat wschowski,2021,females,primary not completed and without school education,586
10729,861000,City with powiat status Gorzów Wielkopolski,2021,females,primary not completed and without school education,1465
10730,862000,City with powiat status Zielona Góra,2021,females,primary not completed and without school education,1577
10731,1001000,Powiat bełchatowski,2021,females,primary not completed and without school education,1468
10732,1002000,Powiat kutnowski,2021,females,primary not completed and without school education,1133
10733,1003000,Powiat łaski,2021,females,primary not completed and without school education,665
10734,1004000,Powiat łęczycki,2021,females,primary not completed and without school education,710
10735,1005000,Powiat łowicki,2021,females,primary not completed and without school education,1045
10736,1006000,Powiat łódzki wschodni,2021,females,primary not completed and without school education,1095
10737,1007000,Powiat opoczyński,2021,females,primary not completed and without school education,1230
10738,1008000,Powiat pabianicki,2021,females,primary not completed and without school education,1577
10739,1009000,Powiat pajęczański,2021,females,primary not completed and without school education,831
10740,1010000,Powiat piotrkowski,2021,females,primary not completed and without school education,1380
10741,1011000,Powiat poddębicki,2021,females,primary not completed and without school education,584
10742,1012000,Powiat radomszczański,2021,females,primary not completed and without school education,1447
10743,1013000,Powiat rawski,2021,females,primary not completed and without school education,627
10744,1014000,Powiat sieradzki,2021,females,primary not completed and without school education,1555
10745,1015000,Powiat skierniewicki,2021,females,primary not completed and without school education,544
10746,1016000,Powiat tomaszowski,2021,females,primary not completed and without school education,1629
10747,1017000,Powiat wieluński,2021,females,primary not completed and without school education,1096
10748,1018000,Powiat wieruszowski,2021,females,primary not completed and without school education,558
10749,1019000,Powiat zduńskowolski,2021,females,primary not completed and without school education,869
10750,1020000,Powiat zgierski,2021,females,primary not completed and without school education,2160
10751,1021000,Powiat brzeziński,2021,females,primary not completed and without school education,411
10752,1061000,City with powiat status Łódź,2021,females,primary not completed and without school education,6625
10753,1062000,City with powiat status Piotrków Trybunalski,2021,females,primary not completed and without school education,823
10754,1063000,City with powiat status Skierniewice,2021,females,primary not completed and without school education,569
10755,1201000,Powiat bocheński,2021,females,primary not completed and without school education,1473
10756,1202000,Powiat brzeski,2021,females,primary not completed and without school education,1331
10757,1203000,Powiat chrzanowski,2021,females,primary not completed and without school education,1409
10758,1204000,Powiat dąbrowski,2021,females,primary not completed and without school education,710
10759,1205000,Powiat gorlicki,2021,females,primary not completed and without school education,1419
10760,1206000,Powiat krakowski,2021,females,primary not completed and without school education,4004
10761,1207000,Powiat limanowski,2021,females,primary not completed and without school education,1972
10762,1208000,Powiat miechowski,2021,females,primary not completed and without school education,656
10763,1209000,Powiat myślenicki,2021,females,primary not completed and without school education,2033
10764,1210000,Powiat nowosądecki,2021,females,primary not completed and without school education,3189
10765,1211000,Powiat nowotarski,2021,females,primary not completed and without school education,2763
10766,1212000,Powiat olkuski,2021,females,primary not completed and without school education,1372
10767,1213000,Powiat oświęcimski,2021,females,primary not completed and without school education,1938
10768,1214000,Powiat proszowicki,2021,females,primary not completed and without school education,535
10769,1215000,Powiat suski,2021,females,primary not completed and without school education,1233
10770,1216000,Powiat tarnowski,2021,females,primary not completed and without school education,2727
10771,1217000,Powiat tatrzański,2021,females,primary not completed and without school education,829
10772,1218000,Powiat wadowicki,2021,females,primary not completed and without school education,2123
10773,1219000,Powiat wielicki,2021,females,primary not completed and without school education,1715
10774,1261000,City with powiat status Kraków,2021,females,primary not completed and without school education,6836
10775,1262000,City with powiat status Nowy Sącz,2021,females,primary not completed and without school education,1016
10776,1263000,City with powiat status Tarnów,2021,females,primary not completed and without school education,1048
10777,1401000,Powiat białobrzeski,2021,females,primary not completed and without school education,507
10778,1402000,Powiat ciechanowski,2021,females,primary not completed and without school education,1037
10779,1403000,Powiat garwoliński,2021,females,primary not completed and without school education,1603
10780,1404000,Powiat gostyniński,2021,females,primary not completed and without school education,567
10781,1405000,Powiat grodziski,2021,females,primary not completed and without school education,1322
10782,1406000,Powiat grójecki,2021,females,primary not completed and without school education,1271
10783,1407000,Powiat kozienicki,2021,females,primary not completed and without school education,771
10784,1408000,Powiat legionowski,2021,females,primary not completed and without school education,1722
10785,1409000,Powiat lipski,2021,females,primary not completed and without school education,498
10786,1410000,Powiat łosicki,2021,females,primary not completed and without school education,426
10787,1411000,Powiat makowski,2021,females,primary not completed and without school education,653
10788,1412000,Powiat miński,2021,females,primary not completed and without school education,2188
10789,1413000,Powiat mławski,2021,females,primary not completed and without school education,1060
10790,1414000,Powiat nowodworski,2021,females,primary not completed and without school education,967
10791,1415000,Powiat ostrołęcki,2021,females,primary not completed and without school education,1585
10792,1416000,Powiat ostrowski,2021,females,primary not completed and without school education,1030
10793,1417000,Powiat otwocki,2021,females,primary not completed and without school education,1742
10794,1418000,Powiat piaseczyński,2021,females,primary not completed and without school education,2802
10795,1419000,Powiat płocki,2021,females,primary not completed and without school education,1698
10796,1420000,Powiat płoński,2021,females,primary not completed and without school education,1204
10797,1421000,Powiat pruszkowski,2021,females,primary not completed and without school education,2255
10798,1422000,Powiat przasnyski,2021,females,primary not completed and without school education,839
10799,1423000,Powiat przysuski,2021,females,primary not completed and without school education,794
10800,1424000,Powiat pułtuski,2021,females,primary not completed and without school education,760
10801,1425000,Powiat radomski,2021,females,primary not completed and without school education,2175
10802,1426000,Powiat siedlecki,2021,females,primary not completed and without school education,1303
10803,1427000,Powiat sierpecki,2021,females,primary not completed and without school education,683
10804,1428000,Powiat sochaczewski,2021,females,primary not completed and without school education,1102
10805,1429000,Powiat sokołowski,2021,females,primary not completed and without school education,717
10806,1430000,Powiat szydłowiecki,2021,females,primary not completed and without school education,523
10807,1432000,Powiat warszawski zachodni,2021,females,primary not completed and without school education,1794
10808,1433000,Powiat węgrowski,2021,females,primary not completed and without school education,966
