,code,powiat,year,sex,age,count
6476,405000,Powiat golubsko-dobrzyński,2021,females,35-44,2261
6477,406000,Powiat grudziądzki,2021,females,35-44,2084
6478,407000,Powiat inowrocławski,2021,females,35-44,8125
6479,408000,Powiat lipnowski,2021,females,35-44,3103
6480,409000,Powiat mogileński,2021,females,35-44,2296
6481,410000,Powiat nakielski,2021,females,35-44,4378
6482,411000,Powiat radziejowski,2021,females,35-44,1880
6483,412000,Powiat rypiński,2021,females,35-44,2215
6484,413000,Powiat sępoleński,2021,females,35-44,1954
6485,414000,Powiat świecki,2021,females,35-44,5179
6486,415000,Powiat toruński,2021,females,35-44,7116
6487,416000,Powiat tucholski,2021,females,35-44,2386
6488,417000,Powiat wąbrzeski,2021,females,35-44,1588
6489,418000,Powiat włocławski,2021,females,35-44,4271
6490,419000,Powiat żniński,2021,females,35-44,3592
6491,461000,City with powiat status Bydgoszcz,2021,females,35-44,20149
6492,462000,City with powiat status Grudziądz,2021,females,35-44,4631
6493,463000,City with powiat status Toruń,2021,females,35-44,12047
6494,464000,City with powiat status Włocławek,2021,females,35-44,5518
6495,601000,Powiat bialski,2021,females,35-44,5654
6496,602000,Powiat biłgorajski,2021,females,35-44,5533
6497,603000,Powiat chełmski,2021,females,35-44,3932
6498,604000,Powiat hrubieszowski,2021,females,35-44,2908
6499,605000,Powiat janowski,2021,females,35-44,2300
6500,606000,Powiat krasnostawski,2021,females,35-44,3202
6501,607000,Powiat kraśnicki,2021,females,35-44,5020
6502,608000,Powiat lubartowski,2021,females,35-44,4938
6503,609000,Powiat lubelski,2021,females,35-44,10817
6504,610000,Powiat łęczyński,2021,females,35-44,3349
6505,611000,Powiat łukowski,2021,females,35-44,5700
6506,612000,Powiat opolski,2021,females,35-44,3236
6507,613000,Powiat parczewski,2021,females,35-44,1702
6508,614000,Powiat puławski,2021,females,35-44,6090
6509,615000,Powiat radzyński,2021,females,35-44,3097
6510,616000,Powiat rycki,2021,females,35-44,2829
6511,617000,Powiat świdnicki,2021,females,35-44,4341
6512,618000,Powiat tomaszowski,2021,females,35-44,4182
6513,619000,Powiat włodawski,2021,females,35-44,1764
6514,620000,Powiat zamojski,2021,females,35-44,5490
6515,661000,City with powiat status Biała Podlaska,2021,females,35-44,3200
6516,662000,City with powiat status Chełm,2021,females,35-44,3131
6517,663000,City with powiat status Lublin,2021,females,35-44,20995
6518,664000,City with powiat status Zamość,2021,females,35-44,3298
6519,801000,Powiat gorzowski,2021,females,35-44,4460
6520,802000,Powiat krośnieński,2021,females,35-44,2987
6521,803000,Powiat międzyrzecki,2021,females,35-44,3088
6522,804000,Powiat nowosolski,2021,females,35-44,4593
6523,805000,Powiat słubicki,2021,females,35-44,2757
6524,806000,Powiat strzelecko-drezdenecki,2021,females,35-44,2523
6525,807000,Powiat sulęciński,2021,females,35-44,1887
6526,808000,Powiat świebodziński,2021,females,35-44,3106
6527,809000,Powiat zielonogórski,2021,females,35-44,4482
6528,810000,Powiat żagański,2021,females,35-44,4053
6529,811000,Powiat żarski,2021,females,35-44,5072
6530,812000,Powiat wschowski,2021,females,35-44,2033
6531,861000,City with powiat status Gorzów Wielkopolski,2021,females,35-44,7390
6532,862000,City with powiat status Zielona Góra,2021,females,35-44,9605
6533,1001000,Powiat bełchatowski,2021,females,35-44,6946
6534,1002000,Powiat kutnowski,2021,females,35-44,5082
6535,1003000,Powiat łaski,2021,females,35-44,2997
6536,1004000,Powiat łęczycki,2021,females,35-44,2797
6537,1005000,Powiat łowicki,2021,females,35-44,4621
6538,1006000,Powiat łódzki wschodni,2021,females,35-44,5016
6539,1007000,Powiat opoczyński,2021,females,35-44,4046
6540,1008000,Powiat pabianicki,2021,females,35-44,7947
6541,1009000,Powiat pajęczański,2021,females,35-44,2751
6542,1010000,Powiat piotrkowski,2021,females,35-44,5614
6543,1011000,Powiat poddębicki,2021,females,35-44,2285
6544,1012000,Powiat radomszczański,2021,females,35-44,5836
6545,1013000,Powiat rawski,2021,females,35-44,2849
6546,1014000,Powiat sieradzki,2021,females,35-44,6558
6547,1015000,Powiat skierniewicki,2021,females,35-44,2359
6548,1016000,Powiat tomaszowski,2021,females,35-44,6645
6549,1017000,Powiat wieluński,2021,females,35-44,4329
6550,1018000,Powiat wieruszowski,2021,females,35-44,2583
6551,1019000,Powiat zduńskowolski,2021,females,35-44,3763
6552,1020000,Powiat zgierski,2021,females,35-44,11103
6553,1021000,Powiat brzeziński,2021,females,35-44,1953
6554,1061000,City with powiat status Łódź,2021,females,35-44,42650
6555,1062000,City with powiat status Piotrków Trybunalski,2021,females,35-44,4163
6556,1063000,City with powiat status Skierniewice,2021,females,35-44,3025
6557,1201000,Powiat bocheński,2021,females,35-44,6494
6558,1202000,Powiat brzeski,2021,females,35-44,5182
6559,1203000,Powiat chrzanowski,2021,females,35-44,7158
6560,1204000,Powiat dąbrowski,2021,females,35-44,2906
6561,1205000,Powiat gorlicki,2021,females,35-44,5563
6562,1206000,Powiat krakowski,2021,females,35-44,21240
6563,1207000,Powiat limanowski,2021,females,35-44,7066
6564,1208000,Powiat miechowski,2021,females,35-44,2881
6565,1209000,Powiat myślenicki,2021,females,35-44,8111
6566,1210000,Powiat nowosądecki,2021,females,35-44,11248
6567,1211000,Powiat nowotarski,2021,females,35-44,9818
6568,1212000,Powiat olkuski,2021,females,35-44,6642
6569,1213000,Powiat oświęcimski,2021,females,35-44,8801
6570,1214000,Powiat proszowicki,2021,females,35-44,2695
6571,1215000,Powiat suski,2021,females,35-44,4745
6572,1216000,Powiat tarnowski,2021,females,35-44,10966
6573,1217000,Powiat tatrzański,2021,females,35-44,3485
6574,1218000,Powiat wadowicki,2021,females,35-44,9399
6575,1219000,Powiat wielicki,2021,females,35-44,10207
6576,1261000,City with powiat status Kraków,2021,females,35-44,56418
6577,1262000,City with powiat status Nowy Sącz,2021,females,35-44,4576
6578,1263000,City with powiat status Tarnów,2021,females,35-44,5640
6579,1401000,Powiat białobrzeski,2021,females,35-44,1928
6580,1402000,Powiat ciechanowski,2021,females,35-44,4769
6581,1403000,Powiat garwoliński,2021,females,35-44,6266
6582,1404000,Powiat gostyniński,2021,females,35-44,2321
6583,1405000,Powiat grodziski,2021,females,35-44,7725
6584,1406000,Powiat grójecki,2021,females,35-44,6496
6585,1407000,Powiat kozienicki,2021,females,35-44,3158
6586,1408000,Powiat legionowski,2021,females,35-44,10390
6587,1409000,Powiat lipski,2021,females,35-44,1665
6588,1410000,Powiat łosicki,2021,females,35-44,1550
6589,1411000,Powiat makowski,2021,females,35-44,2152
6590,1412000,Powiat miński,2021,females,35-44,10951
6591,1413000,Powiat mławski,2021,females,35-44,3841
6592,1414000,Powiat nowodworski,2021,females,35-44,5362
6593,1415000,Powiat ostrołęcki,2021,females,35-44,4737
6594,1416000,Powiat ostrowski,2021,females,35-44,3692
6595,1417000,Powiat otwocki,2021,females,35-44,8637
6596,1418000,Powiat piaseczyński,2021,females,35-44,16994
6597,1419000,Powiat płocki,2021,females,35-44,6203
6598,1420000,Powiat płoński,2021,females,35-44,4960
6599,1421000,Powiat pruszkowski,2021,females,35-44,14034
6600,1422000,Powiat przasnyski,2021,females,35-44,2662
6601,1423000,Powiat przysuski,2021,females,35-44,1886
6602,1424000,Powiat pułtuski,2021,females,35-44,3012
6603,1425000,Powiat radomski,2021,females,35-44,8426
6604,1426000,Powiat siedlecki,2021,females,35-44,4741
6605,1427000,Powiat sierpecki,2021,females,35-44,2458
6606,1428000,Powiat sochaczewski,2021,females,35-44,5305
6607,1429000,Powiat sokołowski,2021,females,35-44,2790
6608,1430000,Powiat szydłowiecki,2021,females,35-44,1887
6609,1432000,Powiat warszawski zachodni,2021,females,35-44,9986
6610,1433000,Powiat węgrowski,2021,females,35-44,3410
6611,1434000,Powiat wołomiński,2021,females,35-44,20738
6612,1435000,Powiat wyszkowski,2021,females,35-44,4280
6613,1436000,Powiat zwoleński,2021,females,35-44,1924
6614,1437000,Powiat żuromiński,2021,females,35-44,1840
6615,1438000,Powiat żyrardowski,2021,females,35-44,4926
6616,1461000,City with powiat status Ostrołęka,2021,females,35-44,2696
6617,1462000,City with powiat status Płock,2021,females,35-44,7020
6618,1463000,City with powiat status Radom,2021,females,35-44,10955
6619,1464000,City with powiat status Siedlce,2021,females,35-44,4996
6620,1465000,City with powiat status Capital City Warszawa,2021,females,35-44,151578
6621,1601000,Powiat brzeski,2021,females,35-44,4804
6622,1602000,Powiat głubczycki,2021,females,35-44,2101
6623,1603000,Powiat kędzierzyńsko-kozielski,2021,females,35-44,4482
6624,1604000,Powiat kluczborski,2021,females,35-44,3106
6625,1605000,Powiat krapkowicki,2021,females,35-44,3154
6626,1606000,Powiat namysłowski,2021,females,35-44,2374
6627,1607000,Powiat nyski,2021,females,35-44,6781
6628,1608000,Powiat oleski,2021,females,35-44,3202
6629,1609000,Powiat opolski,2021,females,35-44,6879
6630,1610000,Powiat prudnicki,2021,females,35-44,2679
6631,1611000,Powiat strzelecki,2021,females,35-44,3599
6632,1661000,City with powiat status Opole,2021,females,35-44,8275
6633,1801000,Powiat bieszczadzki,2021,females,35-44,1060
6634,1802000,Powiat brzozowski,2021,females,35-44,3081
6635,1803000,Powiat dębicki,2021,females,35-44,7122
6636,1804000,Powiat jarosławski,2021,females,35-44,6200
6637,1805000,Powiat jasielski,2021,females,35-44,5300
6638,1806000,Powiat kolbuszowski,2021,females,35-44,3120
6639,1807000,Powiat krośnieński,2021,females,35-44,5896
6640,1808000,Powiat leżajski,2021,females,35-44,3247
6641,1809000,Powiat lubaczowski,2021,females,35-44,2795
6642,1810000,Powiat łańcucki,2021,females,35-44,4681
6643,1811000,Powiat mielecki,2021,females,35-44,7747
6644,1812000,Powiat niżański,2021,females,35-44,2894
6645,1813000,Powiat przemyski,2021,females,35-44,3715
6646,1814000,Powiat przeworski,2021,females,35-44,4043
6647,1815000,Powiat ropczycko-sędziszowski,2021,females,35-44,4028
6648,1816000,Powiat rzeszowski,2021,females,35-44,10801
6649,1817000,Powiat sanocki,2021,females,35-44,4962
6650,1818000,Powiat stalowowolski,2021,females,35-44,5234
6651,1819000,Powiat strzyżowski,2021,females,35-44,3228
6652,1820000,Powiat tarnobrzeski,2021,females,35-44,2715
6653,1821000,Powiat leski,2021,females,35-44,1385
6654,1861000,City with powiat status Krosno,2021,females,35-44,2580
6655,1862000,City with powiat status Przemyśl,2021,females,35-44,3024
6656,1863000,City with powiat status Rzeszów,2021,females,35-44,12925
6657,1864000,City with powiat status Tarnobrzeg,2021,females,35-44,2420
6658,2001000,Powiat augustowski,2021,females,35-44,2797
6659,2002000,Powiat białostocki,2021,females,35-44,9377
6660,2003000,Powiat bielski,2021,females,35-44,2652
6661,2004000,Powiat grajewski,2021,females,35-44,2140
6662,2005000,Powiat hajnowski,2021,females,35-44,1958
6663,2006000,Powiat kolneński,2021,females,35-44,1705
6664,2007000,Powiat łomżyński,2021,females,35-44,2558
6665,2008000,Powiat moniecki,2021,females,35-44,1719
6666,2009000,Powiat sejneński,2021,females,35-44,999
6667,2010000,Powiat siemiatycki,2021,females,35-44,2074
6668,2011000,Powiat sokólski,2021,females,35-44,3063
6669,2012000,Powiat suwalski,2021,females,35-44,1770
6670,2013000,Powiat wysokomazowiecki,2021,females,35-44,2837
6671,2014000,Powiat zambrowski,2021,females,35-44,2073
6672,2061000,City with powiat status Białystok,2021,females,35-44,18268
6673,2062000,City with powiat status Łomża,2021,females,35-44,3217
6674,2063000,City with powiat status Suwałki,2021,females,35-44,3884
6675,2201000,Powiat bytowski,2021,females,35-44,3786
6676,2202000,Powiat chojnicki,2021,females,35-44,5006
6677,2203000,Powiat człuchowski,2021,females,35-44,2690
6678,2204000,Powiat gdański,2021,females,35-44,9145
6679,2205000,Powiat kartuski,2021,females,35-44,8695
6680,2206000,Powiat kościerski,2021,females,35-44,3773
6681,2207000,Powiat kwidzyński,2021,females,35-44,4528
6682,2208000,Powiat lęborski,2021,females,35-44,3105
6683,2209000,Powiat malborski,2021,females,35-44,3254
6684,2210000,Powiat nowodworski,2021,females,35-44,1636
6685,2211000,Powiat pucki,2021,females,35-44,5101
6686,2212000,Powiat słupski,2021,females,35-44,5594
6687,2213000,Powiat starogardzki,2021,females,35-44,6523
6688,2214000,Powiat tczewski,2021,females,35-44,6171
6689,2215000,Powiat wejherowski,2021,females,35-44,13309
6690,2216000,Powiat sztumski,2021,females,35-44,1793
6691,2261000,City with powiat status Gdańsk,2021,females,35-44,31586
6692,2262000,City with powiat status Gdynia,2021,females,35-44,15624
6693,2263000,City with powiat status Słupsk,2021,females,35-44,5017
6694,2264000,City with powiat status Sopot,2021,females,35-44,1760
6695,2401000,Powiat będziński,2021,females,35-44,9877
6696,2402000,Powiat bielski,2021,females,35-44,10677
6697,2403000,Powiat cieszyński,2021,females,35-44,10567
6698,2404000,Powiat częstochowski,2021,females,35-44,7904
6699,2405000,Powiat gliwicki,2021,females,35-44,6928
6700,2406000,Powiat kłobucki,2021,females,35-44,4859
6701,2407000,Powiat lubliniecki,2021,females,35-44,4093
6702,2408000,Powiat mikołowski,2021,females,35-44,6523
6703,2409000,Powiat myszkowski,2021,females,35-44,4026
6704,2410000,Powiat pszczyński,2021,females,35-44,6838
6705,2411000,Powiat raciborski,2021,females,35-44,5328
6706,2412000,Powiat rybnicki,2021,females,35-44,4275
6707,2413000,Powiat tarnogórski,2021,females,35-44,8310
6708,2414000,Powiat bieruńsko-lędziński,2021,females,35-44,3808
6709,2415000,Powiat wodzisławski,2021,females,35-44,8089
6710,2416000,Powiat zawierciański,2021,females,35-44,6654
6711,2417000,Powiat żywiecki,2021,females,35-44,8518
6712,2461000,City with powiat status Bielsko-Biała,2021,females,35-44,10749
6713,2462000,City with powiat status Bytom,2021,females,35-44,8167
6714,2463000,City with powiat status Chorzów,2021,females,35-44,6138
6715,2464000,City with powiat status Częstochowa,2021,females,35-44,12334
6716,2465000,City with powiat status Dąbrowa Górnicza,2021,females,35-44,7956
6717,2466000,City with powiat status Gliwice,2021,females,35-44,10734
6718,2467000,City with powiat status Jastrzębie-Zdrój,2021,females,35-44,4112
6719,2468000,City with powiat status Jaworzno,2021,females,35-44,5369
6720,2469000,City with powiat status Katowice,2021,females,35-44,17290
6721,2470000,City with powiat status Mysłowice,2021,females,35-44,4479
6722,2471000,City with powiat status Piekary Śląskie,2021,females,35-44,3029
6723,2472000,City with powiat status Ruda Śląska,2021,females,35-44,7821
6724,2473000,City with powiat status Rybnik,2021,females,35-44,7523
6725,2474000,City with powiat status Siemianowice Śląskie,2021,females,35-44,3907
6726,2475000,City with powiat status Sosnowiec,2021,females,35-44,11925
6727,2476000,City with powiat status Świętochłowice,2021,females,35-44,2641
6728,2477000,City with powiat status Tychy,2021,females,35-44,8666
6729,2478000,City with powiat status Zabrze,2021,females,35-44,8237
6730,2479000,City with powiat status Żory,2021,females,35-44,4092
6731,2601000,Powiat buski,2021,females,35-44,4120
6732,2602000,Powiat jędrzejowski,2021,females,35-44,4787
6733,2603000,Powiat kazimierski,2021,females,35-44,1716
6734,2604000,Powiat kielecki,2021,females,35-44,12777
6735,2605000,Powiat konecki,2021,females,35-44,3738
6736,2606000,Powiat opatowski,2021,females,35-44,2608
6737,2607000,Powiat ostrowiecki,2021,females,35-44,5281
6738,2608000,Powiat pińczowski,2021,females,35-44,1954
6739,2609000,Powiat sandomierski,2021,females,35-44,4048
6740,2610000,Powiat skarżyski,2021,females,35-44,3464
6741,2611000,Powiat starachowicki,2021,females,35-44,4455
6742,2612000,Powiat staszowski,2021,females,35-44,3863
6743,2613000,Powiat włoszczowski,2021,females,35-44,2452
6744,2661000,City with powiat status Kielce,2021,females,35-44,11667
6745,2801000,Powiat bartoszycki,2021,females,35-44,2515
6746,2802000,Powiat braniewski,2021,females,35-44,1793
6747,2803000,Powiat działdowski,2021,females,35-44,3262
6748,2804000,Powiat elbląski,2021,females,35-44,2808
6749,2805000,Powiat ełcki,2021,females,35-44,4653
6750,2806000,Powiat giżycki,2021,females,35-44,2785
6751,2807000,Powiat iławski,2021,females,35-44,5051
6752,2808000,Powiat kętrzyński,2021,females,35-44,2847
6753,2809000,Powiat lidzbarski,2021,females,35-44,1897
6754,2810000,Powiat mrągowski,2021,females,35-44,2572
6755,2811000,Powiat nidzicki,2021,females,35-44,1559
6756,2812000,Powiat nowomiejski,2021,females,35-44,2161
6757,2813000,Powiat olecki,2021,females,35-44,1648
6758,2814000,Powiat olsztyński,2021,females,35-44,8015
6759,2815000,Powiat ostródzki,2021,females,35-44,5203
6760,2816000,Powiat piski,2021,females,35-44,2330
6761,2817000,Powiat szczycieński,2021,females,35-44,3482
6762,2818000,Powiat gołdapski,2021,females,35-44,1251
6763,2819000,Powiat węgorzewski,2021,females,35-44,1077
6764,2861000,City with powiat status Elbląg,2021,females,35-44,6246
6765,2862000,City with powiat status Olsztyn,2021,females,35-44,11662
6766,3001000,Powiat chodzieski,2021,females,35-44,2753
6767,3002000,Powiat czarnkowsko-trzcianecki,2021,females,35-44,4797
6768,3003000,Powiat gnieźnieński,2021,females,35-44,8493
6769,3004000,Powiat gostyński,2021,females,35-44,4299
6770,3005000,Powiat grodziski,2021,females,35-44,3048
6771,3006000,Powiat jarociński,2021,females,35-44,3920
6772,3007000,Powiat kaliski,2021,females,35-44,5108
6773,3008000,Powiat kępiński,2021,females,35-44,3522
6774,3009000,Powiat kolski,2021,females,35-44,4418
6775,3010000,Powiat koniński,2021,females,35-44,7260
6776,3011000,Powiat kościański,2021,females,35-44,4659
6777,3012000,Powiat krotoszyński,2021,females,35-44,4553
6778,3013000,Powiat leszczyński,2021,females,35-44,3933
6779,3014000,Powiat międzychodzki,2021,females,35-44,1966
6780,3015000,Powiat nowotomyski,2021,females,35-44,4880
6781,3016000,Powiat obornicki,2021,females,35-44,3687
6782,3017000,Powiat ostrowski,2021,females,35-44,9411
6783,3018000,Powiat ostrzeszowski,2021,females,35-44,3260
6784,3019000,Powiat pilski,2021,females,35-44,7889
6785,3020000,Powiat pleszewski,2021,females,35-44,3591
6786,3021000,Powiat poznański,2021,females,35-44,35496
6787,3022000,Powiat rawicki,2021,females,35-44,3745
6788,3023000,Powiat słupecki,2021,females,35-44,3313
6789,3024000,Powiat szamotulski,2021,females,35-44,6152
6790,3025000,Powiat średzki,2021,females,35-44,3736
6791,3026000,Powiat śremski,2021,females,35-44,3797
6792,3027000,Powiat turecki,2021,females,35-44,4802
6793,3028000,Powiat wągrowiecki,2021,females,35-44,3882
6794,3029000,Powiat wolsztyński,2021,females,35-44,3585
6795,3030000,Powiat wrzesiński,2021,females,35-44,4828
6796,3031000,Powiat złotowski,2021,females,35-44,3477
6797,3061000,City with powiat status Kalisz,2021,females,35-44,5609
6798,3062000,City with powiat status Konin,2021,females,35-44,3631
6799,3063000,City with powiat status Leszno,2021,females,35-44,3804
6800,3064000,City with powiat status Poznań,2021,females,35-44,36872
6801,3201000,Powiat białogardzki,2021,females,35-44,2231
6802,3202000,Powiat choszczeński,2021,females,35-44,2098
6803,3203000,Powiat drawski,2021,females,35-44,2805
6804,3204000,Powiat goleniowski,2021,females,35-44,4819
6805,3205000,Powiat gryficki,2021,females,35-44,2883
6806,3206000,Powiat gryfiński,2021,females,35-44,4153
6807,3207000,Powiat kamieński,2021,females,35-44,2226
6808,3208000,Powiat kołobrzeski,2021,females,35-44,4507
6809,3209000,Powiat koszaliński,2021,females,35-44,3773
6810,3210000,Powiat myśliborski,2021,females,35-44,3415
6811,3211000,Powiat policki,2021,females,35-44,5976
6812,3212000,Powiat pyrzycki,2021,females,35-44,1921
6813,3213000,Powiat sławieński,2021,females,35-44,2729
6814,3214000,Powiat stargardzki,2021,females,35-44,6500
6815,3215000,Powiat szczecinecki,2021,females,35-44,3535
6816,3216000,Powiat świdwiński,2021,females,35-44,2080
6817,3217000,Powiat wałecki,2021,females,35-44,2660
6818,3218000,Powiat łobeski,2021,females,35-44,1588
6819,3261000,City with powiat status Koszalin,2021,females,35-44,6438
6820,3262000,City with powiat status Szczecin,2021,females,35-44,24699
6821,3263000,City with powiat status Świnoujście,2021,females,35-44,2101
6822,201000,Powiat bolesławiecki,2021,females,45-54,4252
6823,202000,Powiat dzierżoniowski,2021,females,45-54,4388
6824,203000,Powiat głogowski,2021,females,45-54,3806
6825,204000,Powiat górowski,2021,females,45-54,1471
6826,205000,Powiat jaworski,2021,females,45-54,2251
6827,206000,Powiat karkonoski,2021,females,45-54,3025
6828,207000,Powiat kamiennogórski,2021,females,45-54,1915
6829,208000,Powiat kłodzki,2021,females,45-54,6877
6830,209000,Powiat legnicki,2021,females,45-54,2626
6831,210000,Powiat lubański,2021,females,45-54,2467
6832,211000,Powiat lubiński,2021,females,45-54,4862
6833,212000,Powiat lwówecki,2021,females,45-54,1894
6834,213000,Powiat milicki,2021,females,45-54,1649
6835,214000,Powiat oleśnicki,2021,females,45-54,5262
6836,215000,Powiat oławski,2021,females,45-54,3980
6837,216000,Powiat polkowicki,2021,females,45-54,2878
6838,217000,Powiat strzeliński,2021,females,45-54,2059
6839,218000,Powiat średzki,2021,females,45-54,3028
6840,219000,Powiat świdnicki,2021,females,45-54,7451
6841,220000,Powiat trzebnicki,2021,females,45-54,4576
6842,221000,Powiat wałbrzyski,2021,females,45-54,2382
6843,223000,Powiat wrocławski,2021,females,45-54,9524
6844,224000,Powiat ząbkowicki,2021,females,45-54,2891
6845,225000,Powiat zgorzelecki,2021,females,45-54,4215
6846,226000,Powiat złotoryjski,2021,females,45-54,1802
6847,261000,City with powiat status Jelenia Góra,2021,females,45-54,3615
6848,262000,City with powiat status Legnica,2021,females,45-54,4652
6849,264000,City with powiat status Wrocław,2021,females,45-54,29270
6850,265000,City with powiat status Wałbrzych since 2013,2021,females,45-54,4418
6851,401000,Powiat aleksandrowski,2021,females,45-54,2584
6852,402000,Powiat brodnicki,2021,females,45-54,3686
6853,403000,Powiat bydgoski,2021,females,45-54,6863
6854,404000,Powiat chełmiński,2021,females,45-54,2322
6855,405000,Powiat golubsko-dobrzyński,2021,females,45-54,2036
6856,406000,Powiat grudziądzki,2021,females,45-54,1912
6857,407000,Powiat inowrocławski,2021,females,45-54,7521
6858,408000,Powiat lipnowski,2021,females,45-54,2938
6859,409000,Powiat mogileński,2021,females,45-54,2057
6860,410000,Powiat nakielski,2021,females,45-54,3908
6861,411000,Powiat radziejowski,2021,females,45-54,1997
6862,412000,Powiat rypiński,2021,females,45-54,2003
6863,413000,Powiat sępoleński,2021,females,45-54,1744
6864,414000,Powiat świecki,2021,females,45-54,4451
6865,415000,Powiat toruński,2021,females,45-54,5727
6866,416000,Powiat tucholski,2021,females,45-54,2136
6867,417000,Powiat wąbrzeski,2021,females,45-54,1541
6868,418000,Powiat włocławski,2021,females,45-54,4398
6869,419000,Powiat żniński,2021,females,45-54,3021
6870,461000,City with powiat status Bydgoszcz,2021,females,45-54,16664
6871,462000,City with powiat status Grudziądz,2021,females,45-54,4043
6872,463000,City with powiat status Toruń,2021,females,45-54,9540
6873,464000,City with powiat status Włocławek,2021,females,45-54,5356
6874,601000,Powiat bialski,2021,females,45-54,5368
6875,602000,Powiat biłgorajski,2021,females,45-54,4985
6876,603000,Powiat chełmski,2021,females,45-54,3501
6877,604000,Powiat hrubieszowski,2021,females,45-54,2905
6878,605000,Powiat janowski,2021,females,45-54,2327
6879,606000,Powiat krasnostawski,2021,females,45-54,2984
6880,607000,Powiat kraśnicki,2021,females,45-54,4694
6881,608000,Powiat lubartowski,2021,females,45-54,4356
6882,609000,Powiat lubelski,2021,females,45-54,9627
6883,610000,Powiat łęczyński,2021,females,45-54,2649
6884,611000,Powiat łukowski,2021,females,45-54,5092
6885,612000,Powiat opolski,2021,females,45-54,2901
6886,613000,Powiat parczewski,2021,females,45-54,1627
6887,614000,Powiat puławski,2021,females,45-54,5951
6888,615000,Powiat radzyński,2021,females,45-54,2837
6889,616000,Powiat rycki,2021,females,45-54,2624
6890,617000,Powiat świdnicki,2021,females,45-54,3705
6891,618000,Powiat tomaszowski,2021,females,45-54,4022
6892,619000,Powiat włodawski,2021,females,45-54,1746
6893,620000,Powiat zamojski,2021,females,45-54,5427
6894,661000,City with powiat status Biała Podlaska,2021,females,45-54,2848
6895,662000,City with powiat status Chełm,2021,females,45-54,3053
6896,663000,City with powiat status Lublin,2021,females,45-54,16895
6897,664000,City with powiat status Zamość,2021,females,45-54,2950
6898,801000,Powiat gorzowski,2021,females,45-54,3781
6899,802000,Powiat krośnieński,2021,females,45-54,2418
6900,803000,Powiat międzyrzecki,2021,females,45-54,2572
6901,804000,Powiat nowosolski,2021,females,45-54,3745
6902,805000,Powiat słubicki,2021,females,45-54,2226
6903,806000,Powiat strzelecko-drezdenecki,2021,females,45-54,2144
6904,807000,Powiat sulęciński,2021,females,45-54,1567
6905,808000,Powiat świebodziński,2021,females,45-54,2542
6906,809000,Powiat zielonogórski,2021,females,45-54,3539
6907,810000,Powiat żagański,2021,females,45-54,3390
6908,811000,Powiat żarski,2021,females,45-54,4231
6909,812000,Powiat wschowski,2021,females,45-54,1690
6910,861000,City with powiat status Gorzów Wielkopolski,2021,females,45-54,5880
6911,862000,City with powiat status Zielona Góra,2021,females,45-54,6864
6912,1001000,Powiat bełchatowski,2021,females,45-54,5350
6913,1002000,Powiat kutnowski,2021,females,45-54,5049
6914,1003000,Powiat łaski,2021,females,45-54,2788
6915,1004000,Powiat łęczycki,2021,females,45-54,2686
6916,1005000,Powiat łowicki,2021,females,45-54,4267
6917,1006000,Powiat łódzki wschodni,2021,females,45-54,4560
6918,1007000,Powiat opoczyński,2021,females,45-54,3804
6919,1008000,Powiat pabianicki,2021,females,45-54,6827
6920,1009000,Powiat pajęczański,2021,females,45-54,2722
6921,1010000,Powiat piotrkowski,2021,females,45-54,4949
6922,1011000,Powiat poddębicki,2021,females,45-54,2329
6923,1012000,Powiat radomszczański,2021,females,45-54,5878
6924,1013000,Powiat rawski,2021,females,45-54,2616
6925,1014000,Powiat sieradzki,2021,females,45-54,6551
6926,1015000,Powiat skierniewicki,2021,females,45-54,2115
6927,1016000,Powiat tomaszowski,2021,females,45-54,6077
6928,1017000,Powiat wieluński,2021,females,45-54,4060
6929,1018000,Powiat wieruszowski,2021,females,45-54,2360
6930,1019000,Powiat zduńskowolski,2021,females,45-54,3445
6931,1020000,Powiat zgierski,2021,females,45-54,9770
6932,1021000,Powiat brzeziński,2021,females,45-54,1778
6933,1061000,City with powiat status Łódź,2021,females,45-54,33921
6934,1062000,City with powiat status Piotrków Trybunalski,2021,females,45-54,3618
6935,1063000,City with powiat status Skierniewice,2021,females,45-54,2406
6936,1201000,Powiat bocheński,2021,females,45-54,5506
6937,1202000,Powiat brzeski,2021,females,45-54,4756
6938,1203000,Powiat chrzanowski,2021,females,45-54,5864
6939,1204000,Powiat dąbrowski,2021,females,45-54,2686
6940,1205000,Powiat gorlicki,2021,females,45-54,5057
6941,1206000,Powiat krakowski,2021,females,45-54,16764
6942,1207000,Powiat limanowski,2021,females,45-54,6326
6943,1208000,Powiat miechowski,2021,females,45-54,2404
6944,1209000,Powiat myślenicki,2021,females,45-54,6636
6945,1210000,Powiat nowosądecki,2021,females,45-54,10482
6946,1211000,Powiat nowotarski,2021,females,45-54,9234
6947,1212000,Powiat olkuski,2021,females,45-54,5767
6948,1213000,Powiat oświęcimski,2021,females,45-54,7799
6949,1214000,Powiat proszowicki,2021,females,45-54,2295
6950,1215000,Powiat suski,2021,females,45-54,4214
6951,1216000,Powiat tarnowski,2021,females,45-54,10255
6952,1217000,Powiat tatrzański,2021,females,45-54,3085
6953,1218000,Powiat wadowicki,2021,females,45-54,8245
6954,1219000,Powiat wielicki,2021,females,45-54,7478
6955,1261000,City with powiat status Kraków,2021,females,45-54,37595
